emp_no,first_name,last_name,to_date
92879,Mana,Hellwagner,1/1/9999
92888,Chanjung,Capobianchi,1/1/9999
92898,Gil,Ghazalie,1/1/9999
92945,Marlo,Tyugu,1/1/9999
92946,Yannik,Thombley,1/1/9999
92950,Weiru,Kushner,1/1/9999
92959,Trygve,Honiden,1/1/9999
92961,Youjian,Speek,1/1/9999
92965,Weiye,Salinas,1/1/9999
92968,Moriyoshi,Gecseg,1/1/9999
92972,Marjo,Ramamoorthy,1/1/9999
92977,Alair,Naumovich,1/1/9999
92980,Quingbo,Kakkad,1/1/9999
92983,Masoud,Rosca,1/1/9999
92987,Kiyotoshi,Emden,1/1/9999
93001,Kersti,Pusterhofer,1/1/9999
93017,Gian,Terkki,1/1/9999
93020,Masako,Fraisse,1/1/9999
93038,Chenyi,Michaeli,1/1/9999
93039,Martijn,Heiserman,1/1/9999
93049,Christoper,Ananiadou,1/1/9999
93061,Cheong,Matteis,1/1/9999
93080,Amstein,Heering,1/1/9999
93085,Evgueni,Parhami,1/1/9999
93086,Arco,Lubachevsky,1/1/9999
93095,Sushant,Krider,1/1/9999
93102,Magdalena,Barvinok,1/1/9999
93103,Ramya,Kermarrec,1/1/9999
93107,Martien,Buchter,1/1/9999
93108,Danny,Dayang,1/1/9999
93120,Maria,Calkin,1/1/9999
93123,Kirk,Shackel,1/1/9999
93130,Kwun,Neimat,1/1/9999
93143,Tonia,Makinen,1/1/9999
93150,Piyush,Papsdorf,1/1/9999
93160,Trygve,Hinsberger,1/1/9999
93161,Giao,Garrabrants,1/1/9999
93164,Frazer,Ruemmler,1/1/9999
93183,Kenton,Marzano,1/1/9999
93189,Neven,Dalton,1/1/9999
93195,Domenico,Baak,1/1/9999
93197,Arie,Magliocco,1/1/9999
93203,Danel,Zizka,1/1/9999
93219,Dulce,Kolinko,1/1/9999
93221,Sanjit,McDermid,1/1/9999
93224,Shigeo,Gonthier,1/1/9999
93241,Juichirou,Borstler,1/1/9999
93254,Shigeo,Cichocki,1/1/9999
93261,Pintsang,Luca,1/1/9999
93273,Eberhardt,Schwartzbauer,1/1/9999
93291,Kasidit,Hofstetter,1/1/9999
93296,Baoqiu,Montresor,1/1/9999
93299,Hatsukazu,Swist,1/1/9999
93314,Carrsten,Beeson,1/1/9999
93321,Masako,Nivat,1/1/9999
93329,Shirish,Anily,1/1/9999
93344,Bernardo,Escriba,1/1/9999
93357,Padma,Prochazka,1/1/9999
93359,Elliott,Takanami,1/1/9999
93366,Heejo,Schach,1/1/9999
93385,Sibyl,Marrakchi,1/1/9999
93389,Sungwon,Hooghiemstra,1/1/9999
93396,Giap,Penn,1/1/9999
93399,Rosalie,Bennet,1/1/9999
93405,Tamiya,Marrevee,1/1/9999
93412,Sivanarayana,Sinicrope,1/1/9999
93416,Naftaly,Flowers,1/1/9999
93422,Nathan,Stiles,1/1/9999
93426,Olivera,Kambil,1/1/9999
93430,Golgen,Baar,1/1/9999
93433,Abdelkader,Tchuente,1/1/9999
93436,Ung,Crooks,1/1/9999
93445,Shahaf,Imataki,1/1/9999
93447,Gregory,Standera,1/1/9999
93450,Jiakeng,Kieras,1/1/9999
93451,Elliott,Staudhammer,1/1/9999
93454,Subhada,Munawer,1/1/9999
93455,Tsutomu,Hashii,1/1/9999
93458,Jagoda,Pero,1/1/9999
93491,Margo,Heinisuo,1/1/9999
93492,Lenore,Yetim,1/1/9999
93495,Lunjin,Gill,1/1/9999
93509,Lijie,Perl,1/1/9999
93512,Rutger,Ramras,1/1/9999
93519,Bartek,Kolinko,1/1/9999
93520,Angel,Unni,1/1/9999
93536,Zhonghua,Zongker,1/1/9999
93539,Stevo,Heystek,1/1/9999
93540,Vitali,Thebaut,1/1/9999
93551,Sanjay,Shrader,1/1/9999
93553,Maris,Swist,1/1/9999
93561,Mario,Takkinen,1/1/9999
93576,Xuedong,Thorensen,1/1/9999
93601,Leucio,Piveteau,1/1/9999
93603,Moon,Gniady,1/1/9999
93611,Mizuhito,Gronowski,1/1/9999
93634,Dietrich,Chelton,1/1/9999
93653,Filipp,Greenaway,1/1/9999
93670,Djelloul,Pulkowski,1/1/9999
93682,Mari,Mukaidono,1/1/9999
93686,Zhiwei,Radivojevic,1/1/9999
93718,Moie,Kropf,1/1/9999
93721,Supot,Isaak,1/1/9999
93722,Tetsurou,Kavraki,1/1/9999
93729,Maik,Sadowsky,1/1/9999
93730,Aemilian,Noriega,1/1/9999
93735,Bernice,Krichel,1/1/9999
93742,Shay,Ushiama,1/1/9999
93745,Mandell,Schrooten,1/1/9999
93747,Martina,Christ,1/1/9999
93754,Xianlong,Ernst,1/1/9999
93763,Kazuhisa,Jullig,1/1/9999
93778,Genki,Waterhouse,1/1/9999
93785,Francesca,VanScheik,1/1/9999
93796,Zhonghua,Armand,1/1/9999
93798,Monique,Azumi,1/1/9999
93813,Giordano,Janetzko,1/1/9999
93825,Rosella,Mitsuhashi,1/1/9999
93846,Parke,Bratten,1/1/9999
93854,Constantine,Rosaz,1/1/9999
93869,Lijie,Maccarone,1/1/9999
93887,Zdislav,Sidou,1/1/9999
93915,Genevieve,Waymire,1/1/9999
93921,Chuanti,Driscoll,1/1/9999
93928,Tomoyuki,Axelband,1/1/9999
93932,Giap,Parveen,1/1/9999
93938,Boutros,Veeraraghavan,1/1/9999
93942,Thanasis,Tiemann,1/1/9999
93947,Toshiki,Heyers,1/1/9999
93958,Morrie,Cyre,1/1/9999
93960,Xianlong,Seghrouchni,1/1/9999
93964,Shimshon,Chelton,1/1/9999
93975,Gererd,Calkin,1/1/9999
93976,Demin,Dengi,1/1/9999
93984,Saniya,Journel,1/1/9999
93986,Elzbieta,Perry,1/1/9999
93995,Saeed,Luon,1/1/9999
94008,Sumali,Itzfeldt,1/1/9999
94028,Bernt,Fraisse,1/1/9999
94030,Masato,Shobatake,1/1/9999
94032,Jinya,Katiyar,1/1/9999
94034,Vasilis,Riesenhuber,1/1/9999
94042,Yonghoan,Bruckman,1/1/9999
94046,Valeska,Nourani,1/1/9999
94062,Maia,Genther,1/1/9999
94118,Gina,Ellozy,1/1/9999
94120,Limsoon,Ohori,1/1/9999
94142,Weiyi,Avouris,1/1/9999
94143,Bartek,Argence,1/1/9999
94150,Geoffrey,Eiron,1/1/9999
94156,Kristen,Norsworthy,1/1/9999
94161,Sajjad,Zuberek,1/1/9999
94164,Frazer,Naumovich,1/1/9999
94170,Bader,Yoshimura,1/1/9999
94172,Ronnie,Bage,1/1/9999
94195,Arch,Rabehasaina,1/1/9999
94200,Mahendra,Michaeli,1/1/9999
94201,Mana,Fabrizio,1/1/9999
94206,Denis,Cooley,1/1/9999
94208,Kaijung,Lienhardt,1/1/9999
94210,Ekawit,Pouyioutas,1/1/9999
94211,Martins,Yurov,1/1/9999
94229,Shen,Thambidurai,1/1/9999
94239,Divier,Rosiles,1/1/9999
94260,Shooichi,Marquardt,1/1/9999
94270,Serge,Heuser,1/1/9999
94281,Rutger,Peres,1/1/9999
94285,Goa,Munro,1/1/9999
94287,Kiyokazu,Buchter,1/1/9999
94288,Michaela,Monarch,1/1/9999
94293,Susuma,Qiwen,1/1/9999
94309,Tomoyuki,Zobel,1/1/9999
94313,Menkae,Birdsall,1/1/9999
94320,Kirk,Papsdorf,1/1/9999
94322,Ronnie,Moffat,1/1/9999
94332,Teiji,Sudbeck,1/1/9999
94341,Bokyung,Serre,1/1/9999
94342,Ramalingam,Demizu,1/1/9999
94354,Aleksandar,Apsitis,1/1/9999
94364,Heon,Heping,1/1/9999
94388,Zvonko,Denos,1/1/9999
94405,Ramalingam,Escriba,1/1/9999
94410,Iara,Schieder,1/1/9999
94419,Felicidad,Socorro,1/1/9999
94422,Ayakannu,Fortenbacher,1/1/9999
94425,Kersti,Nergos,1/1/9999
94438,Demos,Lueh,1/1/9999
94462,Sadegh,Lukaszewicz,1/1/9999
94464,Weicheng,Alameldin,1/1/9999
94465,Huiqun,Dalphin,1/1/9999
94469,Moto,Fendler,1/1/9999
94480,Remzi,Majewski,1/1/9999
94496,Sungwon,Akiyama,1/1/9999
94516,Toong,Rassart,1/1/9999
94521,Deborah,Schlegelmilch,1/1/9999
94525,Sadok,Brookner,1/1/9999
94531,Kannan,Bahl,1/1/9999
94539,Kerryn,Tyugu,1/1/9999
94574,Abdelghani,Dulli,1/1/9999
94582,Willard,Baar,1/1/9999
94589,Sibyl,Heusch,1/1/9999
94592,Sven,Boudaillier,1/1/9999
94596,Nahid,Biros,1/1/9999
94603,Fox,Kuszyk,1/1/9999
94606,Berni,Casley,1/1/9999
94625,Kwangyoen,Kalorkoti,1/1/9999
94637,Kazuhira,Terekhov,1/1/9999
94658,Basil,Kaelbling,1/1/9999
94665,Nirmal,Talmon,1/1/9999
94666,Gudjon,Denti,1/1/9999
94667,Naraig,Rebaine,1/1/9999
94680,Teruyuki,Baja,1/1/9999
94681,Nigel,Clemencon,1/1/9999
94684,Subbu,Stiles,1/1/9999
94704,Rimon,Thombley,1/1/9999
94709,Brewster,Lemarechal,1/1/9999
94710,Anneke,Schrooten,1/1/9999
94732,Heping,Eiter,1/1/9999
94734,Bingning,Anguita,1/1/9999
94735,Rosine,Peak,1/1/9999
94736,Visit,Trelles,1/1/9999
94743,Jinxi,Reinhard,1/1/9999
94745,Genki,Leslie,1/1/9999
94769,Guozhong,Montemayor,1/1/9999
94775,Moie,Kilgore,1/1/9999
94815,Kwun,Dusink,1/1/9999
94822,Marit,Parascandalo,1/1/9999
94828,Anoosh,Dahlbom,1/1/9999
94833,Miyeon,Kleiser,1/1/9999
94838,Howell,Czap,1/1/9999
94849,Shao,Koshino,1/1/9999
94862,Gro,Baek,1/1/9999
94864,Boriana,Cronin,1/1/9999
94871,Kasidit,Chenney,1/1/9999
94885,Vidya,Detkin,1/1/9999
94890,Mayuri,Piancastelli,1/1/9999
94898,Kristof,Vandervoorde,1/1/9999
94900,Atilio,Zyda,1/1/9999
94914,Ranan,Preusig,1/1/9999
94918,Domenico,Pews,1/1/9999
94920,Gretta,Birrer,1/1/9999
94922,Shaowen,Neimat,1/1/9999
94935,Christophe,Wynblatt,1/1/9999
94950,Duke,Hofman,1/1/9999
94957,Roselyn,Genther,1/1/9999
94987,Kazuhira,Berendt,1/1/9999
94988,Martina,Improta,1/1/9999
94998,Goh,Koblitz,1/1/9999
95000,Mario,Weiland,1/1/9999
95001,Berhard,Kalloufi,1/1/9999
95003,Eberhardt,Baba,1/1/9999
95036,Christfried,Sessa,1/1/9999
95046,Bogdan,Spinelli,1/1/9999
95056,Serif,Terekhov,1/1/9999
95071,Toney,Isaak,1/1/9999
95085,Rosella,Hasham,1/1/9999
95116,Oguz,Lorys,1/1/9999
95133,Shiv,Strandh,1/1/9999
95147,Shietung,Gecsel,1/1/9999
95152,Sarita,Riefers,1/1/9999
95153,Guangming,Kawashima,1/1/9999
95159,Yechiam,Kusalik,1/1/9999
95190,Elgin,Onuegbe,1/1/9999
95200,Guenter,Kalefeld,1/1/9999
95212,Feipei,Kobara,1/1/9999
95219,Shaw,Porenta,1/1/9999
95223,Torsten,Quittner,1/1/9999
95232,Atreyi,Ernst,1/1/9999
95248,Tsuneo,Akaboshi,1/1/9999
95256,Xiaocheng,Hennings,1/1/9999
95257,Shih,Ratzlaff,1/1/9999
95277,Gina,Gist,1/1/9999
95278,Roselyn,Seghrouchni,1/1/9999
95281,Kensyu,Savasere,1/1/9999
95283,Kwee,Peak,1/1/9999
95285,Dipayan,Muhling,1/1/9999
95289,Teunis,Coombs,1/1/9999
95294,Dulce,Bain,1/1/9999
95317,Srinidhi,Rosis,1/1/9999
95322,Remzi,Demizu,1/1/9999
95323,Patricia,Makinen,1/1/9999
95346,Jouko,Heering,1/1/9999
95362,Yonghong,Zyda,1/1/9999
95365,Xuejia,Sichman,1/1/9999
95368,Arco,Sichman,1/1/9999
95376,Vishu,Docker,1/1/9999
95389,Lunjin,Lund,1/1/9999
95393,Udaiprakash,Magliocco,1/1/9999
95405,Phillip,Ellozy,1/1/9999
95427,George,Braunmuhl,1/1/9999
95428,Shuzo,Conde,1/1/9999
95431,Anyuan,Braunmuhl,1/1/9999
95452,Almudena,Rissland,1/1/9999
95460,Bedir,Oskamp,1/1/9999
95470,Roddy,Gajiwala,1/1/9999
95473,Roselyn,Wallrath,1/1/9999
95474,Guiseppe,Akazan,1/1/9999
95487,Val,Khamsi,1/1/9999
95503,Pranay,Pulkowski,1/1/9999
95505,Tsz,Cooley,1/1/9999
95510,Mototsugu,Christ,1/1/9999
95511,Sedat,Salvesen,1/1/9999
95520,Jingling,Birsak,1/1/9999
95541,Chinho,Whitcomb,1/1/9999
95549,Arun,Sooriamurthi,1/1/9999
95558,Vasiliy,Etalle,1/1/9999
95564,Elliott,Kading,1/1/9999
95570,Gregory,Kadhim,1/1/9999
95584,Arumugam,Herbst,1/1/9999
95601,Vincent,Guting,1/1/9999
95602,Shounak,Litvinov,1/1/9999
95625,Bogdan,Negoita,1/1/9999
95644,Oddvar,Cusworth,1/1/9999
95645,Sudharsan,Binkley,1/1/9999
95647,Francoise,Cheshire,1/1/9999
95662,Martien,Spell,1/1/9999
95670,Shaleah,Krybus,1/1/9999
95696,Akemi,Schaft,1/1/9999
95702,Nakhoon,Gargeya,1/1/9999
95714,Doohun,Kaiserswerth,1/1/9999
95735,Mircea,Rande,1/1/9999
95736,Nahum,Glinert,1/1/9999
95743,Nikolaos,Selvestrel,1/1/9999
95746,Piyawadee,Rodham,1/1/9999
95767,Muzhong,Schmiedel,1/1/9999
95772,Ziva,Sinicrope,1/1/9999
95775,Nobuyoshi,Kading,1/1/9999
95786,Dharmaraja,Peral,1/1/9999
95787,Chinhyun,Lueh,1/1/9999
95798,Berry,Stemann,1/1/9999
95804,Otmar,Luce,1/1/9999
95820,Hyuckchul,Perri,1/1/9999
95822,Divine,Teitelbaum,1/1/9999
95835,Mori,Rajcani,1/1/9999
95841,Mamdouh,Kampfer,1/1/9999
95853,Manton,Flasterstein,1/1/9999
95866,Kitty,Angot,1/1/9999
95867,Shakhar,Meszaros,1/1/9999
95883,Eirik,Koshiba,1/1/9999
95886,Gift,Hanratty,1/1/9999
95890,Leni,Baba,1/1/9999
95891,Jinya,Mondadori,1/1/9999
95893,Aleksander,Ossenbruggen,1/1/9999
95898,Brewster,Schaad,1/1/9999
95902,Adin,Mikschl,1/1/9999
95923,Richard,Rijsenbrij,1/1/9999
95939,Kiyokazu,Ozeri,1/1/9999
95943,Guozhong,Luit,1/1/9999
95946,Kellie,Ertl,1/1/9999
95969,Quingbo,Schwaller,1/1/9999
95985,Subbu,Orsini,1/1/9999
95992,Hirochika,Jenevein,1/1/9999
95999,Owen,Murillo,1/1/9999
96010,Masanao,Peron,1/1/9999
96016,Giao,Falco,1/1/9999
96046,Urs,Alpin,1/1/9999
96059,Valter,Mandell,1/1/9999
96069,Yahiko,Einsfeld,1/1/9999
96083,Khalil,Muchinsky,1/1/9999
96084,Hauke,Piazza,1/1/9999
96085,Shin,Leuchs,1/1/9999
96099,Roded,Ritzmann,1/1/9999
96107,Luise,Geffroy,1/1/9999
96108,Hatsukazu,Krychniak,1/1/9999
96109,Jasminko,Chappelet,1/1/9999
96122,Muzhong,Onuegbe,1/1/9999
96124,Guenter,Benantar,1/1/9999
96129,Aloys,Alvarado,1/1/9999
96132,Sachem,Wroclawski,1/1/9999
96138,Lidong,Ghalwash,1/1/9999
96139,Constantijn,Pell,1/1/9999
96157,Kwangyoen,Haldar,1/1/9999
96161,Hugh,Riesenhuber,1/1/9999
96162,Tokuyasu,Dehkordi,1/1/9999
96169,Roselyn,Bharadwaj,1/1/9999
96174,Aral,Junot,1/1/9999
96196,Berthier,Zambonelli,1/1/9999
96197,Yechiam,Himler,1/1/9999
96201,Suvo,Guting,1/1/9999
96224,Manu,Panienski,1/1/9999
96276,Luisa,Wossner,1/1/9999
96298,Martial,Marakhovsky,1/1/9999
96299,Cullen,Perko,1/1/9999
96304,Kristof,Stassinopoulos,1/1/9999
96308,Nigel,Aingworth,1/1/9999
96311,Candido,Riesenhuber,1/1/9999
96318,Berhard,Andreotta,1/1/9999
96324,Alejandro,Bharadwaj,1/1/9999
96341,Nidapan,Ranai,1/1/9999
96342,Pranjal,Manders,1/1/9999
96346,Gian,Pettis,1/1/9999
96371,Gunilla,Wilharm,1/1/9999
96376,Sachio,Stassinopoulos,1/1/9999
96405,Subbu,Barreiro,1/1/9999
96417,Bouchung,Akiyama,1/1/9999
96432,Taisook,Raoux,1/1/9999
96433,Mantis,Vecchio,1/1/9999
96440,Guangming,Skogmar,1/1/9999
96459,Bojan,Matheson,1/1/9999
96499,Arvin,Mitina,1/1/9999
96506,Ferdinand,Schicker,1/1/9999
96521,Gro,Imataki,1/1/9999
96524,George,Brodie,1/1/9999
96534,Fumiyo,Leslie,1/1/9999
96556,Guttorm,Penn,1/1/9999
96560,Parto,Kushner,1/1/9999
96562,Abdulah,Ghemri,1/1/9999
96587,Yaghout,Kobara,1/1/9999
96592,Persi,Shiratori,1/1/9999
96599,Kwee,Salverda,1/1/9999
96603,Zissis,Markovitch,1/1/9999
96604,Jiong,Panienski,1/1/9999
96609,Bowen,Kemmerer,1/1/9999
96617,Shirish,Peak,1/1/9999
96629,Arie,Reutenauer,1/1/9999
96630,Danai,Porenta,1/1/9999
96646,Kiam,Shobatake,1/1/9999
96648,Josyula,Perez,1/1/9999
96649,Ishfaq,Veeraraghavan,1/1/9999
96673,Hironobu,Oxman,1/1/9999
96689,Emdad,Roohalamini,1/1/9999
96704,Baziley,Koshino,1/1/9999
96717,Christophe,Vanwelkenhuysen,1/1/9999
96724,Kyoichi,Litzler,1/1/9999
96735,Zejun,Conti,1/1/9999
96753,Claude,Giveon,1/1/9999
96766,Van,Trachtenberg,1/1/9999
96769,Arun,Parascandalo,1/1/9999
96770,Shirish,Solovay,1/1/9999
96780,Olivera,Heuter,1/1/9999
96819,Flemming,Petersohn,1/1/9999
96844,Tommaso,Maliniak,1/1/9999
96848,Khalid,Ranst,1/1/9999
96853,Maha,Rissanen,1/1/9999
96865,Josyula,Ulupinar,1/1/9999
96897,Xiaobin,Willoner,1/1/9999
96900,Dekang,Solovay,1/1/9999
96902,Khalil,Ozeki,1/1/9999
96907,Masamitsu,Hiraishi,1/1/9999
96911,Hirochika,Jeansoulin,1/1/9999
96919,Khaled,Granlund,1/1/9999
96921,Along,Waymire,1/1/9999
96946,Mikhail,Kakkar,1/1/9999
96958,Shaowen,Shihab,1/1/9999
96965,Marjo,Riexinger,1/1/9999
96977,Mabo,Pavlopoulou,1/1/9999
96982,Junsik,Beeson,1/1/9999
96989,Youpyo,Shobatake,1/1/9999
96996,Hideo,Validov,1/1/9999
97015,Snehasis,Asser,1/1/9999
97038,Sergi,Krider,1/1/9999
97045,Hyuncheol,Isaak,1/1/9999
97077,Subbu,Fontan,1/1/9999
97081,Nimmagadda,Covnot,1/1/9999
97088,Luise,Gronowski,1/1/9999
97089,Magy,Georg,1/1/9999
97091,Juichirou,Frijda,1/1/9999
97099,Chinya,Kaiserswerth,1/1/9999
97104,Chiranjit,Ashish,1/1/9999
97114,Paraskevi,Monkewich,1/1/9999
97122,Yoshinari,Cullers,1/1/9999
97123,Basim,Suppi,1/1/9999
97126,Nitsan,Heyers,1/1/9999
97135,Mechthild,Underwood,1/1/9999
97136,Bartek,Clouatre,1/1/9999
97141,Shaowei,Jording,1/1/9999
97184,Geoffry,Perl,1/1/9999
97194,Dannz,Ozery,1/1/9999
97205,Zhenhua,Baar,1/1/9999
97208,Leif,Gelosh,1/1/9999
97216,Suvo,Waschkowski,1/1/9999
97223,Zejun,Wuwongse,1/1/9999
97225,Adam,Erez,1/1/9999
97235,Karsten,Morrin,1/1/9999
97240,Yongmin,Krogh,1/1/9999
97241,Maik,Decaestecker,1/1/9999
97252,Saniya,Markovitch,1/1/9999
97262,Miomir,Esteva,1/1/9999
97264,Ennio,Roisin,1/1/9999
97275,Jiakeng,Kemmerer,1/1/9999
97287,Chanjung,Rajala,1/1/9999
97315,Hironoby,Hoogerwoord,1/1/9999
97335,Demin,Haddadi,1/1/9999
97340,Vishu,Hiyoshi,1/1/9999
97341,Foong,Bamford,1/1/9999
97354,Piyush,Werthner,1/1/9999
97355,Hideo,Warwick,1/1/9999
97366,Mantis,Gimbel,1/1/9999
97374,Kotesh,Strandh,1/1/9999
97375,Nevio,Hofstetter,1/1/9999
97390,Angus,Masaki,1/1/9999
97404,Serif,Bennet,1/1/9999
97428,Rildo,Sankaranarayanan,1/1/9999
97446,Shietung,Christianini,1/1/9999
97452,Krister,Sridhar,1/1/9999
97466,Valdiodio,Marwedel,1/1/9999
97468,Ramalingam,Barvinok,1/1/9999
97492,Dante,Schnabel,1/1/9999
97494,Mariangiola,Daescu,1/1/9999
97495,Satyanarayana,Fadgyas,1/1/9999
97512,Djelloul,DeMori,1/1/9999
97523,Bikash,Suppi,1/1/9999
97525,Shih,Krider,1/1/9999
97540,Lubomir,Brodal,1/1/9999
97571,Guoxiang,Itzigehl,1/1/9999
97575,Nahum,Maksimenko,1/1/9999
97577,Masato,Perna,1/1/9999
97606,Uzi,Conti,1/1/9999
97618,Oguz,Dayang,1/1/9999
97620,Duangkaew,Debuse,1/1/9999
97627,Koichi,Ecklund,1/1/9999
97628,Xiaobin,Luck,1/1/9999
97643,Sigeru,Nannarelli,1/1/9999
97648,Suvo,Kornyak,1/1/9999
97660,Mantis,Pramanik,1/1/9999
97670,Flemming,Yurek,1/1/9999
97677,Taegyun,Poulakidas,1/1/9999
97680,Shaowei,Ravishankar,1/1/9999
97682,Alejandra,Gulik,1/1/9999
97694,Girolamo,Cummings,1/1/9999
97695,Sreekrishna,Fendler,1/1/9999
97704,Zhiwei,Imataki,1/1/9999
97706,Remzi,Erdmenger,1/1/9999
97723,Gou,Mapelli,1/1/9999
97724,Jagoda,Pezzoli,1/1/9999
97726,Guther,Veevers,1/1/9999
97730,Shooichi,Smeets,1/1/9999
97740,Stevo,Bernardinello,1/1/9999
97770,Horward,Keustermans,1/1/9999
97775,Maren,Mahmud,1/1/9999
97781,Divine,Neimat,1/1/9999
97782,Taiji,Openshaw,1/1/9999
97796,Jacopo,Schoegge,1/1/9999
97803,Randy,Keirsey,1/1/9999
97824,Pantung,Yoshimura,1/1/9999
97833,Arunachalam,Kuhnemann,1/1/9999
97843,Barna,Lenart,1/1/9999
97848,Takanari,Unni,1/1/9999
97853,Huiqun,Scharstein,1/1/9999
97870,Leah,Socorro,1/1/9999
97885,Seshu,Edelhoff,1/1/9999
97886,Mario,Chartres,1/1/9999
97900,Ranan,Passafiume,1/1/9999
97913,Saeko,Staylopatis,1/1/9999
97918,Adel,Pollacia,1/1/9999
97923,Haldon,Lienhardt,1/1/9999
97925,Kwok,Beeson,1/1/9999
97938,Aiichiro,Plavsic,1/1/9999
97948,Henk,Geffroy,1/1/9999
97985,Dekang,Botman,1/1/9999
98009,Piyawadee,Schoegge,1/1/9999
98017,Sachio,Gils,1/1/9999
98018,Yongdong,Pileggi,1/1/9999
98028,Rafols,Shackel,1/1/9999
98038,Mack,Peron,1/1/9999
98047,Gill,Nitsche,1/1/9999
98050,Huai,Angel,1/1/9999
98052,JoAnne,Binding,1/1/9999
98054,Berry,Conry,1/1/9999
98060,Tzvetan,Speckmann,1/1/9999
98063,Danco,Rusterholz,1/1/9999
98069,Waiman,Dolinsky,1/1/9999
98072,Luerbio,Merro,1/1/9999
98079,Abdelaziz,Stiles,1/1/9999
98098,Feipei,Eterovic,1/1/9999
98117,Venkatesan,Linnainmaa,1/1/9999
98125,Subir,VanScheik,1/1/9999
98128,Kazuhisa,Ambroszkiewicz,1/1/9999
98149,Moss,Preusig,1/1/9999
98169,Bedrich,Luft,1/1/9999
98171,Jaroslava,Busillo,1/1/9999
98183,Masami,Besselaar,1/1/9999
98192,Sumali,Murtagh,1/1/9999
98199,Sadun,Felcyn,1/1/9999
98212,Sham,Slutz,1/1/9999
98233,Hausi,Trogemann,1/1/9999
98240,Martien,Stifter,1/1/9999
98241,Felicidad,Kroha,1/1/9999
98247,Shakhar,Skafidas,1/1/9999
98253,Pragnesh,Homond,1/1/9999
98269,Vasilii,Ghazalie,1/1/9999
98270,Kinh,Kawashimo,1/1/9999
98285,Georg,Piancastelli,1/1/9999
98293,Jayesh,Adachi,1/1/9999
98297,Xiaoshan,Serot,1/1/9999
98305,Yongmao,Stranks,1/1/9999
98307,Douadi,Leijenhorst,1/1/9999
98311,Menkae,Kambil,1/1/9999
98317,Domenico,Vieri,1/1/9999
98323,Amalendu,Ponthieu,1/1/9999
98335,Shao,Vuskovic,1/1/9999
98338,Guenter,Taneja,1/1/9999
98358,Basim,Aingworth,1/1/9999
98363,Arunachalam,Lorie,1/1/9999
98377,Steve,Flanders,1/1/9999
98394,Berthier,Anick,1/1/9999
98399,Satosi,Wendorf,1/1/9999
98423,Zhiwei,Birta,1/1/9999
98424,Constantijn,Braunschweig,1/1/9999
98430,Fay,Langford,1/1/9999
98436,Akeel,Khalid,1/1/9999
98444,Arra,Lubachevsky,1/1/9999
98445,Spyrose,Constantine,1/1/9999
98453,Huan,Baby,1/1/9999
98457,Bezalel,Standera,1/1/9999
98458,Oguz,Pollock,1/1/9999
98478,Baruch,Heystek,1/1/9999
98485,Chiradeep,Homond,1/1/9999
98495,Duke,Showalter,1/1/9999
98497,Jianhao,Cannata,1/1/9999
98500,Sarita,Bennet,1/1/9999
98506,Oddvar,Gyorkos,1/1/9999
98518,Gad,Rahimi,1/1/9999
98522,Janalee,Kugler,1/1/9999
98524,Anneli,Rosenbaum,1/1/9999
98533,Tsvetan,Detkin,1/1/9999
98536,Francesca,Figueira,1/1/9999
98543,Kristin,Selenyi,1/1/9999
98549,Prodip,Landherr,1/1/9999
98558,Valery,Llado,1/1/9999
98570,Seongbae,Botman,1/1/9999
98586,Kauko,Steenbeek,1/1/9999
98594,Eldridge,Kruskal,1/1/9999
98618,Bojan,Merle,1/1/9999
98619,Sham,Debuse,1/1/9999
98628,Radhika,Bahl,1/1/9999
98636,Kannan,Mahnke,1/1/9999
98663,Serenella,Segond,1/1/9999
98675,Shigehiro,Suri,1/1/9999
98680,Serge,Tchuente,1/1/9999
98682,Naraig,Parhami,1/1/9999
98683,Charmane,Lodder,1/1/9999
98697,JiYoung,Harbusch,1/1/9999
98699,Karsten,Koyama,1/1/9999
98713,Stabislas,Luit,1/1/9999
98717,Chenyi,Oaver,1/1/9999
98725,Gill,Kaminger,1/1/9999
98732,Nikolaus,Baca,1/1/9999
98745,Zhanqiu,Kitsuregawa,1/1/9999
98750,Shooichi,Braccini,1/1/9999
98753,Franziska,Murillo,1/1/9999
98766,Gretta,Buchter,1/1/9999
98768,Valery,Iacovou,1/1/9999
98793,Stevo,Merey,1/1/9999
98795,Pasqua,Hertweck,1/1/9999
98807,Aloys,Hanratty,1/1/9999
98813,Surveyors,Peck,1/1/9999
98820,Djenana,Erva,1/1/9999
98823,Tesuya,Hartvigsen,1/1/9999
98825,Aemilian,Kroft,1/1/9999
98832,Margo,Akiyama,1/1/9999
98838,Kazuhito,Deville,1/1/9999
98845,Jessie,Anido,1/1/9999
98852,Arno,Rissland,1/1/9999
98854,Kotesh,Garrabrants,1/1/9999
98861,George,Bellmore,1/1/9999
98893,Theron,Ramalingam,1/1/9999
98905,Nikolaos,Negoita,1/1/9999
98913,Toshimori,Fabrizio,1/1/9999
98918,Perry,Kopetz,1/1/9999
98957,Khalil,Schmittgen,1/1/9999
98962,Brendon,Sluis,1/1/9999
98965,Mori,Parhami,1/1/9999
98973,Aemilian,Quittner,1/1/9999
98977,Richara,Alameldin,1/1/9999
98984,Rosalyn,Ushiama,1/1/9999
98987,Dipayan,Suermann,1/1/9999
98992,Gonzalo,Heping,1/1/9999
